,logSumDollars,predicted,diff,Rank,Zipcode
102,9.73234329633,10.3612803049,14757.6279472,20743.0,00983
103,7.92624152317,10.3966440928,29980.5366463,22258.0,00985
104,9.8601624278,10.6809129576,24365.2616377,21857.0,00987
105,9.95070505215,11.0417581448,41460.3116205,22813.0,01001
106,13.8617221624,12.7829802038,-691191.251527,698.0,01002
107,10.1580910105,8.47564799816,-21002.470099,6902.0,01004
108,9.38521762188,9.29088992556,-1072.17444428,12155.0,01005
109,10.8769711421,10.4552058767,-18218.322626,7281.0,01007
110,9.23288433641,8.9308947172,-2665.97177294,11254.0,01010
111,8.75966867103,8.47896706617,-1559.52364098,11837.0,01012
112,9.54366480231,10.1934564749,12771.719113,20378.0,01013
113,5.13579843705,7.92322721653,2590.66595191,16335.0,01014
114,9.76059822499,10.2537123525,11050.731817,20025.0,01020
115,7.23777819192,9.16861414463,8200.32328834,19224.0,01021
116,7.06902342658,9.56859242669,13133.2622153,20446.0,01022
117,11.6559863078,11.1924621071,-42798.7351867,5041.0,01027
118,11.0948005587,11.5657264769,39593.9847066,22745.0,01028
119,6.11809719804,9.07279749593,8260.96982848,19238.0,01029
120,9.48812361225,10.7535830744,33595.4069994,22454.0,01030
121,6.90274273716,9.4925159809,12265.1155901,20275.0,01031
122,8.2860174684,10.1535765476,21714.7938743,21594.0,01032
123,10.2160329547,9.0783975678,-18574.0888044,7235.0,01033
124,9.05928489706,9.071486502,105.552041919,13114.0,01034
125,10.4672945451,9.57036417931,-20813.3646128,6931.0,01035
126,10.0620285807,9.5281648448,-9694.64957989,8809.0,01036
127,10.0082979169,9.47290640826,-9207.3767017,8917.0,01038
128,11.2210881046,11.333654779,8898.96078685,19434.0,01040
129,9.46265430059,8.53185949576,-7796.12808847,9295.0,01050
130,10.4074396074,10.6980118279,11162.7556634,20046.0,01053
131,11.6643237891,9.78531819289,-98575.0888779,3203.0,01054
132,10.0477610417,10.9702449197,35014.8261065,22519.0,01056
133,9.78007620762,9.71239589298,-1156.86262651,12092.0,01057
134,12.7952832961,12.4948723963,-93548.1191656,3301.0,01060
135,12.5929052415,11.6382222845,-181113.515641,2101.0,01062
136,7.5511868673,9.30761167412,9118.5935126,19500.0,01068
137,10.5459728183,9.59132192605,-23386.7939452,6633.0,01069
138,10.9566839777,9.40581364014,-45177.1370938,4919.0,01073
139,11.4107044603,11.5237429606,10804.6216303,19960.0,01075
140,10.1187602095,10.4016796915,8110.86608806,19193.0,01077
141,3.52636052462,7.96009545487,2830.34635527,16582.0,01079
142,7.74759683869,9.39957217576,9767.21013407,19697.0,01080
143,8.45871626166,9.22317197894,5413.14285286,18178.0,01081
144,9.3421577966,10.1060074145,13080.6881105,20440.0,01082
145,11.4775987603,11.4441761734,-3172.92977228,11020.0,01085
146,11.2535846253,10.9873536321,-18034.2809712,7313.0,01089
147,7.60589000105,9.41714408553,10287.4116657,19825.0,01090
148,9.46962296991,11.1798514338,58711.7132769,23283.0,01093
149,11.463293947,11.7718716236,34398.4048013,22480.0,01095
150,9.53148139817,9.49104667009,-546.353334704,12567.0,01098
151,9.11052003669,8.24417443986,-5244.60741957,10142.0,01101
152,9.63377636541,8.50437881803,-10335.6630945,8651.0,01103
153,10.1458453228,9.96714803609,-4170.38991414,10580.0,01104
154,9.15630648348,9.7682365646,7995.93294107,19165.0,01105
155,12.4809657871,11.7556157339,-135810.624307,2627.0,01106
156,9.5133296885,9.89279352636,6248.25903276,18530.0,01107
157,10.8760640954,10.1931752742,-26174.7956825,6330.0,01108
158,9.80725194466,10.3706124927,13743.014412,20567.0,01109
159,9.82779370817,10.5899807593,21192.7245965,21531.0,01118
160,8.60208565843,10.8206914102,44602.6771405,22933.0,01119
161,7.03438792992,10.5680562044,37738.0389987,22665.0,01128
162,9.19482056032,8.77005256951,-3407.48907518,10912.0,01129
163,6.87523208728,9.82819146087,17581.3765976,21122.0,01151
164,11.6655607114,11.1914130491,-43984.837214,4976.0,01201
165,7.41697962138,9.1511432796,7761.20987152,19080.0,01202
166,8.93155196669,10.9662480283,50319.9950765,23116.0,01220
167,11.3597509752,8.54713197459,-80646.0427263,3597.0,01223
168,4.59511985013,8.27925764969,3842.26749459,17291.0,01224
169,7.49276030092,8.78861299977,4764.12835087,17844.0,01225
170,8.19698792726,9.48365518312,9513.13940382,19617.0,01227
171,11.9444675928,10.3840414949,-121623.602755,2829.0,01230
172,9.74835305559,9.20509189193,-7178.3473084,9483.0,01235
173,11.7156295462,10.7765356409,-74587.0506339,3780.0,01240
174,9.88837391473,11.018795658,41310.1582507,22809.0,01247
175,10.3317898945,10.054120361,-7441.60612197,9404.0,01254
176,7.19893124069,7.5101864949,488.554154094,13548.0,01256
177,10.8773299542,9.05878306441,-44368.3136746,4955.0,01257
178,9.44580767298,10.310161747,17381.2945268,21096.0,01258
179,8.28071107566,9.57996141181,10524.8608486,19884.0,01259
180,7.37211802834,9.93826768412,19116.8406752,21305.0,01260
181,10.0659464802,9.79982711593,-5497.37254999,10028.0,01262
182,9.35746643687,9.95956185354,9568.52534441,19638.0,01264
183,11.2961863613,9.33085251625,-69233.2555947,3943.0,01266
184,11.9358571406,12.4044299212,91236.5954513,23706.0,01267
185,9.10453531308,8.06777850715,-5805.99262671,9902.0,01270
186,11.3706934745,11.561958498,18283.504329,21214.0,01301
187,9.04993685048,9.48964476405,4704.09752795,17816.0,01302
188,10.2164718079,10.7812239401,20758.970719,21488.0,01331
189,9.39241189751,9.05333651563,-3449.99237209,10890.0,01337
190,8.30003171178,9.80932788558,14178.7486353,20658.0,01338
191,9.84076072263,9.61013795124,-3868.77248057,10717.0,01341
192,9.56948227048,9.65199659723,1231.80982193,14641.0,01342
193,9.07509322257,9.1195939151,397.492296148,13442.0,01344
194,7.47250074474,8.8391503995,5140.12864656,18046.0,01346
195,7.62315306848,8.79880894948,4581.3469903,17759.0,01347
196,10.2900416358,9.31670595612,-18315.7158474,7268.0,01360
197,10.0429016083,9.1521277687,-13557.5065431,8024.0,01364
198,9.93532530938,8.56051432831,-15425.6340217,7715.0,01366
199,7.21450441415,8.45599901355,3344.20285232,16960.0,01368
200,9.06381057928,9.66187937749,7070.27684852,18844.0,01376
201,10.637248706,11.3449165364,42876.6286913,22871.0,01420
202,9.78397176653,8.76905600562,-11314.9022665,8451.0,01430
203,10.5581537463,8.87242838438,-31357.4193931,5841.0,01431
204,10.1002460599,11.8046545818,109525.032627,23810.0,01432
205,10.3590435658,11.405179821,58244.5942502,23273.0,01440
206,11.5756467109,12.1564966717,83853.5712446,23641.0,01450
207,13.1728473444,12.1118267665,-343878.205939,1278.0,01451
208,9.73654709778,9.14519716764,-7555.66719137,9370.0,01452
209,11.4795548068,11.5106964243,3059.34418433,16773.0,01453
210,11.9121779815,11.726904337,-25211.3514459,6433.0,01460
211,10.3724906814,10.6796624076,11494.8751377,20114.0,01462
212,11.0535531228,11.511848189,36724.3304038,22611.0,01463
213,9.44825430219,9.84782897953,6231.2404718,18520.0,01464
214,10.8242482791,9.21636546398,-40163.5672062,5191.0,01468
215,9.44604470534,9.74641300505,4434.80690305,17665.0,01469
216,9.5239825461,9.87081733577,5673.1538041,18276.0,01473
217,7.55485852104,8.96069665722,5880.78307734,18378.0,01474
218,8.34735341212,9.6193720088,10834.5934452,19968.0,01475
219,10.1291878326,11.5250992732,76160.8210606,23556.0,01501
220,10.0324083326,9.79955278508,-4726.31822892,10330.0,01503
221,9.25205796533,9.71580120218,6151.49285407,18492.0,01504
222,10.4204940354,10.4518135615,1067.07989949,14393.0,01505
223,9.06508335932,9.25893528904,1849.95010556,15583.0,01506
224,9.9609070434,10.2524801241,7170.77318889,18879.0,01507
225,10.0531998258,11.1522753852,46492.2928199,22996.0,01510
226,6.98933526597,8.61398620168,4423.16161718,17656.0,01515
227,9.44778122799,9.88642096372,6981.5644088,18820.0,01516
228,10.9045972598,10.348821563,-23205.7699405,6648.0,01518
229,10.6677919274,11.264649205,35064.439087,22522.0,01519
230,10.9150520999,10.9725413652,3254.44618775,16899.0,01520
231,9.677840871,9.94716791774,4932.96791093,17938.0,01522
232,10.1483143147,10.5103855003,11146.6226045,20043.0,01523
233,8.86742743852,10.2073090619,20003.5434973,21408.0,01524
234,9.62304587174,10.4633764561,19900.5603509,21398.0,01527
235,6.15485809402,9.22227148326,9649.02570911,19660.0,01529
236,12.2590919495,12.6378977092,97123.1356367,23749.0,01532
237,10.2059227603,10.445683878,7332.59827407,18936.0,01534
238,9.06404211436,8.45072832602,-3960.52104709,10680.0,01535
239,9.89585852537,9.60266364626,-5043.83785459,10218.0,01536
240,8.89795568688,9.20342049581,2614.04011044,16360.0,01537
241,9.66097003204,9.54119806525,-1771.38335755,11712.0,01540
242,10.3072846035,10.1636932447,-4006.06234995,10663.0,01541
243,9.68371331869,9.83885673075,2694.26944266,16439.0,01543
244,12.2507017837,11.5503584844,-105313.754066,3084.0,01545
245,10.633689641,10.5507303836,-3304.66732699,10959.0,01550
246,8.72127623999,10.4951790951,30008.8504186,22262.0,01560
247,9.77389126437,11.2683160583,60732.0317132,23320.0,01562
248,10.6362159582,10.2823429055,-12402.7650552,8249.0,01564
249,10.6623522464,9.42148158335,-30366.1324895,5914.0,01566
250,10.3239726274,10.6189089138,10446.9640956,19864.0,01568
251,10.5171585316,10.9997557431,22915.5188314,21726.0,01569
252,10.3098522559,10.6205203574,10939.9268285,20001.0,01570
253,9.32874543635,10.3446857301,19834.3750504,21389.0,01571
254,12.791726482,12.6017588147,-62152.3841846,4180.0,01581
255,9.76307539882,10.477055187,18111.7369697,21187.0,01583
256,9.39049291149,9.77988796596,5700.67257707,18296.0,01585
257,10.330811995,9.9573788337,-9555.6028534,8836.0,01588
258,10.6329907701,10.4943857834,-5368.80917276,10080.0,01590
259,7.7186854952,9.19157673035,7564.11299614,19019.0,01601
260,11.3378813631,12.174171516,109778.4687,23813.0,01602
261,9.919754525,10.9939695181,39186.1583126,22726.0,01603
262,10.3642612164,11.6820141795,86716.519226,23670.0,01604
263,10.7345689192,11.0923281659,19749.4483563,21380.0,01605
264,11.0185471726,11.7636094553,67495.3978038,23444.0,01606
265,9.10486873903,10.8676008725,43450.2268246,22885.0,01607
266,9.3948262516,9.35703335638,-446.01615119,12637.0,01608
267,12.1742620098,11.237010384,-117850.262885,2891.0,01609
268,9.70204433653,10.7721517737,31323.4919423,22338.0,01610
269,8.42244285487,9.63560204516,10751.9072483,19948.0,01611
270,9.52864863797,10.7038272369,30777.9407667,22305.0,01612
271,12.342127726,12.6680699516,88299.205454,23679.0,01701
272,11.6504239782,11.9669602836,42725.2823708,22864.0,01702
273,8.93984312428,9.50052481034,5736.73999255,18318.0,01703
274,5.52146091786,11.3642697677,85936.5806594,23665.0,01704
275,7.52671756135,11.3253891614,81042.9022014,23614.0,01718
276,10.6246146196,11.7342989952,83643.9430641,23640.0,01719
277,12.7565237082,12.2681522061,-133997.600482,2645.0,01720
278,11.331847135,12.5726245774,205113.264677,24081.0,01721
279,12.4606799796,11.8891842456,-112308.591709,2976.0,01730
280,6.91572344863,7.82096039062,1484.29783849,15038.0,01731
281,10.9527345117,10.7406716893,-10912.9284239,8530.0,01740
282,12.2798619955,11.1564050145,-145305.184623,2500.0,01741
283,15.1487606189,13.9189089922,-2684418.84199,185.0,01742
284,8.50309426704,10.7526359704,41823.1059698,22832.0,01745
285,11.4227819151,12.9311433414,321595.414603,24161.0,01746
286,9.53748351331,10.4217064878,19710.6903156,21375.0,01747
287,11.8122668033,12.4912985367,131115.488718,23912.0,01748
288,12.425151949,11.9511138833,-93996.3091035,3294.0,01749
289,12.7221544314,12.1897566937,-138326.713533,2593.0,01752
290,10.6786524123,10.7503970337,3229.54582427,16877.0,01754
291,10.7384380687,10.5698013173,-7153.06393295,9488.0,01756
292,10.8351003005,11.6997866916,69773.9987699,23478.0,01757
293,13.0846988927,13.3046681696,118471.941299,23852.0,01760
294,12.0817218392,11.4424503369,-83418.9081338,3524.0,01770
295,12.6537411935,11.1866660316,-240770.204862,1707.0,01772
296,13.6152066841,11.134108871,-750014.882606,660.0,01773
297,11.2276671196,11.7634653434,53289.8821426,23188.0,01775
298,13.2313253998,13.9233793152,556341.544259,24220.0,01776
299,14.3711756952,14.0576287122,-469155.294059,985.0,01778
300,12.2156912382,11.7565384807,-74347.9499115,3788.0,01801
301,11.6930362465,11.6130725065,-9201.65639739,8918.0,01803
302,14.4235572619,12.3945352281,-1595361.61908,305.0,01810
303,11.5785540168,10.9106976408,-52023.9658833,4599.0,01821
304,12.0686881248,12.7864801901,183026.293876,24043.0,01824
305,11.4478321233,11.1355801216,-25130.0761759,6442.0,01826
306,9.82092082888,10.1929156586,8298.26823542,19257.0,01827
307,10.9447002218,11.8011886077,76757.8318822,23560.0,01830
308,10.3802185025,11.6298714801,80189.8745939,23604.0,01832
309,10.3432574643,12.4131868179,214977.601974,24091.0,01833
310,10.1976858482,10.1925277658,-138.091640549,12913.0,01834
311,9.85906533498,11.8409474305,119690.946498,23857.0,01835
312,9.03348385461,9.05369972214,171.1125205,13188.0,01840
313,9.1098568334,10.9174051601,46083.5659823,22978.0,01841
314,7.62559507213,9.35575819478,9515.22690884,19618.0,01842
315,9.45469731969,10.5487093256,25360.1954547,21938.0,01843
316,11.0726670284,11.826852212,72491.9465038,23519.0,01844
317,12.4855662841,13.2921358616,328025.603211,24166.0,01845
318,9.33122968925,10.1662620504,14725.668256,20740.0,01850
319,10.8342530182,10.9966022666,8942.05056252,19452.0,01851
320,12.0163276027,11.6232612591,-53768.7026933,4527.0,01852
321,8.22469956197,10.0173230698,18679.3559128,21257.0,01853
322,10.3546268641,11.098542704,34672.7994291,22496.0,01854
323,10.0581809422,10.9941066066,36176.3175816,22587.0,01860
324,9.4037667085,10.4929259405,23925.5111653,21824.0,01862
325,10.8457188984,11.0293678079,10344.5884013,19845.0,01863
326,11.7726554937,11.8648054425,12515.7873048,20321.0,01864
327,5.52146091786,10.1744027605,25973.2777892,21991.0,01865
328,11.7516116021,12.276580087,87652.5108917,23676.0,01867
329,12.9968908533,11.7768347989,-310838.985716,1390.0,01876
330,11.0293258275,12.3504172945,169400.441342,24014.0,01879
331,13.4823791346,12.07996779,-540371.518121,870.0,01880
332,11.9322277299,12.4262147633,97160.7665515,23750.0,01886
333,11.645014568,11.7599251852,13896.8754676,20598.0,01887
334,5.20948615284,9.98135954392,21436.6854903,21557.0,01888
335,14.1730968865,13.0051665337,-985168.94942,497.0,01890
336,9.21711735626,9.42746359441,2356.97196236,16121.0,01901
337,10.4106364253,11.0427173262,29276.2194601,22212.0,01902
338,5.69709348651,8.36107196759,3979.27741249,17365.0,01903
339,10.3658999411,10.1701775985,-5645.28606898,9971.0,01904
340,11.0449837086,10.7170631405,-17509.8006757,7389.0,01905
341,12.2271244922,11.1216352447,-136636.611469,2615.0,01906
342,12.5830113849,12.3513833051,-60283.2478398,4241.0,01907
343,11.1705196595,10.2779339322,-41922.2775044,5084.0,01908
344,10.6683738303,11.7892956085,88858.5747214,23684.0,01913
345,13.0046895858,12.1183364346,-261292.50474,1591.0,01915
346,11.9050148489,11.9420753661,5588.12580383,18243.0,01921
347,10.0532859176,11.0770370522,41436.9884226,22812.0,01922
348,12.2923466674,11.8425257865,-78979.7700478,3639.0,01923
349,10.8102732544,10.0363559997,-26685.0051598,6270.0,01929
350,12.915014432,11.8630289569,-264446.558179,1570.0,01930
351,9.9544182812,11.7756252408,108998.623791,23809.0,01936
352,12.112915147,12.7389772218,158564.832127,23993.0,01938
353,13.253958146,11.3914449573,-481762.168429,960.0,01940
354,13.4771707786,11.9925981885,-551398.441443,848.0,01944
355,13.3843444916,13.4039768297,12882.1711668,20400.0,01945
356,10.9526994909,11.9183151754,92880.6907691,23724.0,01949
357,12.0761974181,12.5228463478,98897.3799361,23755.0,01950
358,11.0409999902,10.9721039459,-4153.02898275,10586.0,01952
359,12.1176730327,11.5964408674,-74368.8040817,3786.0,01960
360,7.09007683578,9.90211405268,18772.5488593,21270.0,01961
361,10.7744252067,11.3603555781,38066.889405,22681.0,01965
362,12.1287541405,11.3980581242,-95970.5600294,3253.0,01966
363,10.7423355273,10.4961715757,-10097.2626812,8710.0,01969
364,12.3572474733,12.0643146568,-59073.7488038,4289.0,01970
365,12.2532662979,9.54794150221,-195649.186565,1993.0,01982
366,12.0067066541,10.8955476569,-109914.31178,3015.0,01983
367,10.985123217,11.4383702265,33825.6202673,22462.0,01984
368,11.3438675558,10.8126137564,-34802.9461976,5569.0,01985
369,7.41095187558,10.8846711899,51698.2371805,23148.0,02018
370,10.2314954965,10.7505508176,18891.720171,21282.0,02019
371,12.5873748341,11.1719094048,-221733.251143,1812.0,02021
372,13.5063923648,11.8313036033,-596604.393616,796.0,02025
373,13.6248027345,11.7488532148,-699765.716778,695.0,02026
374,5.9788857649,10.6952190058,43749.2961763,22901.0,02027
375,14.0599646188,12.7319986827,-938518.999761,523.0,02030
376,9.48341629204,10.2180787703,14253.9857544,20671.0,02032
377,11.6416088751,11.4484226105,-19979.6561911,7043.0,02035
378,11.3988829249,12.0772168295,86598.1417286,23668.0,02038
379,6.35957386867,9.61354197352,14388.0857986,20693.0,02041
380,14.8340957499,12.5837323775,-2477500.70945,202.0,02043
381,10.8575171309,11.488905992,45703.6698796,22960.0,02045
382,7.378383713,11.3712226431,85186.9132897,23659.0,02047
383,12.2541387381,11.7892005175,-78026.960873,3665.0,02048
384,11.5994608954,11.7419391662,16696.926622,21019.0,02050
385,9.68265383151,9.93900220576,4686.05661992,17806.0,02051
386,12.0644399544,13.4512603858,521129.374055,24215.0,02052
387,11.0826193583,11.6215006572,46437.8721336,22991.0,02053
388,10.6693274185,10.2201808778,-15564.3685752,7690.0,02054
389,10.6822618191,11.7089276102,78076.9515018,23573.0,02056
390,5.85793315448,11.0080973963,60010.9345853,23305.0,02060
391,12.1327597418,11.9818315009,-26037.5185957,6343.0,02061
392,12.9007386721,11.7088530247,-278964.121701,1507.0,02062
393,12.5043978781,11.0033953349,-209442.220009,1878.0,02066
394,12.3139041059,12.4614995275,35430.5226618,22548.0,02067
395,8.80447518385,11.5085160425,92896.0284764,23725.0,02071
396,11.6814354124,11.5401354477,-15595.6445067,7685.0,02072
397,11.4189883421,10.9873066928,-31915.056042,5790.0,02081
398,13.2800899418,11.5308910175,-483610.209611,955.0,02090
399,10.4850605078,12.2086797183,164745.094818,24005.0,02093
400,15.6269465027,11.7082327001,-5997659.55699,82.0,02108
401,13.9172608647,10.2347498888,-1079252.49786,446.0,02109
402,13.8906477146,10.4284586259,-1044223.801,468.0,02111
403,7.4454175567,13.0029947895,442028.312922,24199.0,02112
404,11.5093992552,11.6501292189,15058.184309,20799.0,02113
405,13.3625103478,13.3940856718,20393.269609,21447.0,02114
406,13.0356021509,11.7797561124,-327866.071626,1329.0,02115
407,15.6492996123,11.5842013779,-6150164.25183,81.0,02116
408,14.0198993328,12.0199596418,-1060739.04475,455.0,02117
409,14.1353291754,13.5067895058,-642492.40325,747.0,02118
410,11.4447965059,11.1840287888,-21442.2623112,6842.0,02119
411,10.3664980366,11.743766002,94188.835452,23733.0,02120
412,10.6827894933,9.90847242524,-23499.053643,6613.0,02121
413,10.9234714107,11.2551795012,21816.1524187,21605.0,02122
414,6.90775527898,9.57052241159,13335.9036104,20494.0,02123
415,11.8058189345,11.1541055479,-64179.9872048,4115.0,02124
416,11.8666340135,11.2345172601,-66735.2247645,4029.0,02125
417,9.85508481331,10.8161366108,30763.2474617,22303.0,02126
418,12.3988971857,11.5842013779,-135146.251828,2631.0,02127
419,11.0566038092,11.4191712756,27689.654696,22102.0,02128
420,12.8089230581,13.334390959,252626.990223,24130.0,02129
421,14.5559830208,12.9334063867,-1683014.94501,290.0,02130
422,12.1353175079,11.3779253236,-98966.4211818,3198.0,02131
423,12.517212422,12.3831812128,-34243.8621236,5609.0,02132
424,11.334193458,11.5842013779,23754.7481715,21801.0,02134
425,14.566002635,12.7181298069,-1784297.90126,266.0,02135
426,11.1065799694,11.5842013779,40779.7481715,22795.0,02136
427,5.05624580535,9.23392797842,10081.6799426,19777.0,02137
428,16.0965540886,14.1759265509,-8352962.20643,57.0,02138
429,13.886294225,13.3428834867,-449986.502379,1008.0,02139
430,13.7734774136,13.0515769713,-493007.566014,942.0,02140
431,11.956989298,13.0826879605,324647.672886,24164.0,02141
432,12.85235356,11.7063658739,-260344.29244,1597.0,02142
433,12.8684590267,12.6934394593,-62278.2637164,4170.0,02143
434,12.8776692721,12.7585838419,-43949.7947779,4977.0,02144
435,11.8195200628,11.8930557268,10368.5081739,19850.0,02145
436,12.2554626298,11.7891632889,-78309.8682909,3659.0,02148
437,10.8349033222,10.8565252065,1109.52184463,14464.0,02149
438,11.851566776,11.1408625208,-71372.9146952,3889.0,02150
439,12.2599640619,11.0399516924,-148759.358553,2457.0,02151
440,10.8778207518,11.6430226779,60905.9097536,23325.0,02152
441,12.5924364803,12.3552132141,-62156.7690278,4178.0,02155
442,8.74033674273,9.42766671305,6177.49596209,18504.0,02163
443,12.1710929266,12.2895941919,24296.7276651,21852.0,02169
444,10.9126126747,11.4993516955,43787.7938695,22903.0,02170
445,12.4697821586,11.7420228053,-134603.556498,2637.0,02171
446,12.3965442337,12.4722900117,19039.7389601,21298.0,02176
447,11.3758105162,11.4442371159,6174.75975791,18502.0,02180
448,12.0338301242,12.3605504098,65054.6655119,23394.0,02184
