,Zipcode,Cluster8Assignment
10941,43340,6
10942,43342,6
10943,43344,6
10944,43347,6
10945,43348,6
10946,43350,6
10947,43351,6
10948,43356,6
10949,43357,6
10950,43359,6
10951,43360,6
10952,43402,5
10953,43407,6
10954,43410,6
10955,43412,6
10956,43420,6
10957,43430,6
10958,43431,6
10959,43432,6
10960,43440,6
10961,43442,6
10962,43447,6
10963,43449,6
10964,43450,6
10965,43451,5
10966,43452,6
10967,43460,5
10968,43464,6
10969,43465,6
10970,43466,6
10971,43469,6
10972,43501,6
10973,43502,6
10974,43504,7
10975,43506,6
10976,43512,6
10977,43515,6
10978,43517,6
10979,43518,6
10980,43521,6
10981,43522,6
10982,43523,6
10983,43524,6
10984,43525,7
10985,43526,6
10986,43528,6
10987,43533,6
10988,43537,5
10989,43540,6
10990,43542,7
10991,43543,6
10992,43545,6
10993,43548,6
10994,43549,6
10995,43551,6
10996,43552,6
10997,43557,6
10998,43558,6
10999,43560,6
11000,43566,6
11001,43567,6
11002,43570,6
11003,43571,6
11004,43604,3
11005,43605,5
11006,43606,3
11007,43607,3
11008,43608,3
11009,43609,5
11010,43610,3
11011,43611,6
11012,43612,6
11013,43613,5
11014,43614,5
11015,43615,3
11016,43616,6
11017,43617,7
11018,43619,6
11019,43620,3
11020,43623,5
11021,43635,5
11022,43701,5
11023,43711,6
11024,43713,6
11025,43719,6
11026,43722,6
11027,43723,6
11028,43724,6
11029,43725,5
11030,43727,6
11031,43730,6
11032,43731,6
11033,43733,6
11034,43734,6
11035,43739,6
11036,43746,6
11037,43749,6
11038,43755,6
11039,43756,6
11040,43758,6
11041,43759,6
11042,43764,6
11043,43767,6
11044,43771,6
11045,43773,6
11046,43779,6
11047,43783,6
11048,43793,6
11049,43802,6
11050,43804,6
11051,43812,6
11052,43824,6
11053,43830,6
11054,43832,6
11055,43837,6
11056,43840,6
11057,43844,6
11058,43845,6
11059,43903,6
11060,43906,6
11061,43907,6
11062,43908,6
11063,43912,6
11064,43913,6
11065,43915,6
11066,43917,6
11067,43920,6
11068,43925,6
11069,43927,6
11070,43930,6
11071,43932,6
11072,43933,6
11073,43935,6
11074,43938,6
11075,43943,6
11076,43944,6
11077,43947,6
11078,43950,6
11079,43952,5
11080,43953,5
11081,43962,6
11082,43963,6
11083,43964,6
11084,43968,6
11085,43972,6
11086,43976,6
11087,43988,6
11088,44001,6
11089,44004,5
11090,44010,6
11091,44011,7
11092,44012,7
11093,44017,6
11094,44021,6
11095,44022,7
11096,44023,7
11097,44024,6
11098,44026,7
11099,44028,6
11100,44030,6
11101,44032,6
11102,44035,6
11103,44039,6
11104,44040,7
11105,44041,6
11106,44044,6
11107,44045,6
11108,44046,6
11109,44047,6
11110,44050,6
11111,44052,1
11112,44053,6
11113,44054,6
11114,44055,1
11115,44056,7
11116,44057,6
11117,44060,6
11118,44061,6
11119,44062,6
11120,44064,6
11121,44065,6
11122,44067,7
11123,44068,6
11124,44070,6
11125,44072,7
11126,44074,5
11127,44076,6
11128,44077,6
11129,44081,6
11130,44082,6
11131,44084,6
11132,44086,6
11133,44087,6
11134,44089,6
11135,44090,6
11136,44092,6
11137,44093,6
11138,44094,6
11139,44095,6
11140,44096,5
11141,44101,6
11142,44102,5
11143,44103,3
11144,44104,3
11145,44105,3
11146,44106,3
11147,44107,5
11148,44108,3
11149,44109,5
11150,44110,3
11151,44111,5
11152,44112,3
11153,44113,3
11154,44114,4
11155,44115,3
11156,44116,5
11157,44117,3
11158,44118,5
11159,44119,3
11160,44120,3
11161,44121,3
11162,44122,3
11163,44123,3
11164,44124,5
11165,44125,6
11166,44126,6
11167,44127,3
11168,44128,3
11169,44129,6
11170,44130,6
11171,44131,6
11172,44132,3
11173,44133,6
11174,44134,6
11175,44135,6
11176,44136,7
11177,44137,3
11178,44138,6
11179,44139,7
11180,44140,7
11181,44141,7
11182,44142,6
11183,44143,5
11184,44144,6
11185,44145,7
11186,44146,3
11187,44147,7
11188,44149,7
11189,44201,6
11190,44202,7
11191,44203,6
11192,44210,7
11193,44212,6
11194,44214,6
11195,44215,6
11196,44216,6
11197,44217,6
11198,44221,5
11199,44223,6
11200,44224,6
11201,44230,6
11202,44231,6
11203,44232,6
11204,44233,7
11205,44234,6
11206,44235,6
11207,44236,7
11208,44240,5
11209,44241,6
11210,44251,6
11211,44253,6
11212,44254,6
11213,44255,6
11214,44256,7
11215,44258,5
11216,44260,6
11217,44262,6
11218,44264,6
11219,44266,6
11220,44270,6
11221,44272,6
11222,44273,6
11223,44274,6
11224,44275,6
11225,44276,6
11226,44278,6
11227,44280,6
11228,44281,6
11229,44286,7
11230,44287,6
11231,44288,6
11232,44301,5
11233,44302,5
11234,44303,5
11235,44304,3
11236,44305,5
11237,44306,3
11238,44307,3
11239,44308,3
11240,44310,5
11241,44311,3
11242,44312,6
11243,44313,5
11244,44314,5
11245,44319,6
11246,44320,3
11247,44321,7
11248,44333,5
11249,44334,6
11250,44401,6
11251,44402,6
11252,44403,6
11253,44404,6
11254,44405,1
11255,44406,7
11256,44408,6
11257,44410,6
11258,44411,6
11259,44412,6
11260,44413,6
11261,44417,6
11262,44418,6
11263,44420,6
11264,44425,6
11265,44428,6
11266,44429,6
11267,44430,6
11268,44431,6
11269,44432,6
11270,44436,6
11271,44437,6
11272,44438,6
11273,44440,6
11274,44441,6
11275,44442,6
11276,44444,6
11277,44445,6
11278,44446,5
11279,44450,6
11280,44451,6
11281,44452,6
11282,44455,6
11283,44460,6
11284,44470,6
11285,44471,5
11286,44473,6
11287,44481,6
11288,44483,5
11289,44484,5
11290,44485,5
11291,44491,6
11292,44502,3
11293,44503,1
11294,44504,3
11295,44505,3
11296,44507,3
11297,44509,5
11298,44510,3
11299,44511,5
11300,44512,5
11301,44513,6
11302,44514,6
11303,44515,6
11304,44601,5
11305,44606,6
11306,44609,6
11307,44612,6
11308,44613,6
11309,44614,6
11310,44615,6
11311,44618,6
11312,44620,6
11313,44621,6
11314,44622,6
11315,44624,6
11316,44626,6
11317,44627,6
11318,44629,6
11319,44632,6
11320,44633,6
11321,44634,6
11322,44637,6
11323,44641,6
11324,44644,6
11325,44645,6
11326,44646,6
11327,44647,6
11328,44648,5
11329,44651,6
11330,44654,6
11331,44656,6
11332,44657,6
11333,44659,6
11334,44662,6
11335,44663,6
11336,44666,6
11337,44667,6
11338,44669,6
11339,44672,6
11340,44676,6
11341,44677,6
11342,44680,6
11343,44681,6
11344,44682,6
11345,44683,6
11346,44685,6
11347,44688,6
11348,44689,6
11349,44691,5
11350,44695,6
11351,44699,6
11352,44702,3
11353,44703,5
11354,44704,3
11355,44705,5
11356,44706,6
11357,44707,5
11358,44708,5
11359,44709,5
11360,44710,5
11361,44711,5
11362,44714,5
11363,44718,5
11364,44720,5
11365,44721,6
11366,44730,6
11367,44735,6
11368,44804,6
11369,44805,6
11370,44807,6
11371,44811,6
11372,44813,6
11373,44814,6
11374,44817,6
11375,44820,6
11376,44822,6
11377,44824,6
11378,44825,6
11379,44826,6
11380,44827,6
11381,44830,6
11382,44833,6
11383,44836,6
11384,44837,6
11385,44839,6
11386,44840,6
11387,44842,6
11388,44843,6
11389,44846,6
11390,44847,6
11391,44851,6
11392,44853,6
11393,44855,6
11394,44857,6
11395,44861,6
11396,44864,6
11397,44865,6
11398,44866,6
11399,44867,6
11400,44870,5
11401,44871,5
11402,44875,6
11403,44878,6
11404,44882,6
11405,44883,6
11406,44887,6
11407,44889,6
11408,44890,6
11409,44901,3
11410,44902,6
11411,44903,5
11412,44904,5
11413,44905,6
11414,44906,6
11415,44907,5
11416,45001,6
11417,45002,6
11418,45003,6
11419,45005,6
11420,45011,6
11421,45012,3
11422,45013,6
11423,45014,6
11424,45015,5
11425,45030,6
11426,45034,5
11427,45036,6
11428,45039,7
11429,45040,7
11430,45042,6
11431,45044,6
11432,45050,6
11433,45052,6
11434,45053,6
11435,45054,6
11436,45056,5
11437,45061,5
11438,45064,6
11439,45065,6
11440,45066,7
11441,45067,6
11442,45068,6
11443,45069,7
11444,45071,5
11445,45101,6
11446,45102,6
11447,45103,6
11448,45106,6
11449,45107,6
11450,45111,7
11451,45113,6
11452,45118,6
11453,45120,6
11454,45121,6
11455,45122,6
11456,45123,6
11457,45133,6
11458,45135,6
11459,45140,7
11460,45142,6
11461,45144,6
11462,45148,6
11463,45150,6
11464,45152,6
11465,45154,6
11466,45157,6
11467,45159,6
11468,45160,6
11469,45162,6
11470,45167,6
11471,45168,6
11472,45169,6
11473,45171,6
11474,45176,6
11475,45177,6
11476,45201,3
11477,45202,3
11478,45203,3
11479,45204,3
11480,45205,3
11481,45206,3
11482,45207,3
11483,45208,7
11484,45209,4
11485,45211,3
11486,45212,5
11487,45213,5
11488,45214,3
11489,45215,3
11490,45216,5
11491,45217,5
11492,45218,6
11493,45219,5
11494,45220,4
11495,45222,5
11496,45223,5
11497,45224,3
11498,45225,3
11499,45226,5
11500,45227,5
11501,45229,3
11502,45230,6
11503,45231,3
11504,45232,3
11505,45233,6
11506,45236,5
11507,45237,3
11508,45238,6
11509,45239,3
11510,45240,3
11511,45241,7
11512,45242,7
11513,45243,7
11514,45244,7
11515,45245,6
11516,45246,5
11517,45247,6
11518,45248,6
11519,45249,7
11520,45251,3
11521,45252,6
11522,45253,6
11523,45254,7
11524,45255,7
11525,45258,5
11526,45262,6
11527,45301,6
11528,45303,6
11529,45304,6
11530,45305,7
11531,45308,6
11532,45309,6
11533,45311,6
11534,45314,5
11535,45315,6
11536,45318,6
11537,45320,6
11538,45321,6
11539,45322,6
11540,45323,6
11541,45324,5
11542,45325,6
11543,45326,6
11544,45327,6
11545,45331,6
11546,45332,6
11547,45334,6
11548,45335,6
11549,45338,6
11550,45341,6
11551,45342,6
11552,45343,5
11553,45344,6
11554,45345,6
11555,45347,6
11556,45348,6
11557,45356,6
11558,45358,6
11559,45359,6
11560,45363,6
11561,45365,6
11562,45368,6
11563,45370,7
11564,45371,6
11565,45373,6
11566,45377,6
11567,45380,6
11568,45381,6
11569,45383,6
11570,45385,6
11571,45387,7
11572,45390,6
11573,45401,4
11574,45402,3
11575,45403,5
11576,45404,5
11577,45405,3
11578,45406,3
11579,45409,5
11580,45410,5
11581,45413,5
11582,45414,3
11583,45415,6
11584,45416,3
11585,45417,3
11586,45419,5
11587,45420,6
11588,45424,6
11589,45426,3
11590,45429,5
11591,45430,6
11592,45431,5
11593,45432,6
11594,45433,5
11595,45434,7
11596,45437,6
11597,45439,3
11598,45440,5
11599,45449,5
11600,45458,7
11601,45459,5
11602,45475,5
11603,45501,5
11604,45502,6
11605,45503,5
11606,45504,5
11607,45505,5
11608,45506,3
11609,45601,5
11610,45612,6
11611,45613,6
11612,45619,6
11613,45620,6
11614,45622,6
11615,45623,6
11616,45628,6
11617,45629,6
11618,45630,6
11619,45631,5
11620,45634,6
11621,45638,5
11622,45640,6
11623,45644,6
11624,45647,6
11625,45648,6
11626,45650,6
11627,45652,6
11628,45653,6
11629,45656,6
11630,45657,6
11631,45658,6
11632,45660,6
11633,45661,6
11634,45662,5
11635,45663,6
11636,45669,6
11637,45672,6
11638,45673,6
11639,45679,6
11640,45680,6
11641,45681,6
11642,45682,6
11643,45685,6
11644,45686,6
11645,45688,6
11646,45690,6
11647,45692,6
11648,45693,6
11649,45694,6
11650,45695,6
11651,45696,6
11652,45697,6
11653,45701,5
11654,45711,6
11655,45714,6
11656,45715,6
11657,45719,5
11658,45723,6
11659,45724,6
11660,45729,6
11661,45734,6
11662,45735,6
11663,45742,6
11664,45744,6
11665,45750,5
11666,45760,6
11667,45764,5
11668,45766,6
11669,45768,6
11670,45769,6
11671,45770,6
11672,45772,6
11673,45776,6
11674,45780,5
11675,45786,6
11676,45788,6
11677,45801,5
11678,45804,3
11679,45805,5
11680,45806,6
11681,45807,6
11682,45810,5
11683,45813,6
11684,45817,5
11685,45822,6
11686,45828,6
11687,45830,6
11688,45831,6
11689,45832,6
11690,45833,6
11691,45839,5
11692,45840,5
11693,45841,6
11694,45843,6
11695,45844,6
11696,45845,6
11697,45846,6
11698,45850,6
11699,45856,6
11700,45858,6
11701,45860,6
11702,45862,6
11703,45863,6
11704,45865,6
11705,45869,6
11706,45871,6
11707,45872,6
11708,45873,6
11709,45875,6
11710,45877,6
11711,45879,6
11712,45880,6
11713,45882,6
11714,45885,6
11715,45887,6
11716,45891,6
11717,45894,6
11718,45895,6
11719,45896,6
11720,46001,6
11721,46011,6
11722,46012,5
11723,46013,5
11724,46015,3
11725,46016,5
11726,46017,6
11727,46030,6
11728,46032,7
11729,46033,7
11730,46034,6
11731,46035,6
11732,46036,6
11733,46037,7
11734,46038,5
11735,46039,6
11736,46040,7
11737,46041,6
11738,46044,6
11739,46045,6
11740,46048,6
11741,46050,6
11742,46051,6
11743,46052,6
11744,46055,6
11745,46056,6
11746,46057,6
11747,46058,6
11748,46060,7
11749,46061,6
11750,46062,7
11751,46064,5
11752,46068,6
11753,46069,7
11754,46070,6
11755,46071,6
11756,46072,6
11757,46074,7
11758,46075,6
11759,46076,6
11760,46077,7
11761,46082,5
11762,46105,6
11763,46106,6
11764,46107,6
11765,46110,6
11766,46111,6
11767,46112,6
11768,46113,6
11769,46115,6
11770,46117,6
11771,46118,6
11772,46122,6
11773,46123,7
11774,46124,6
11775,46126,6
11776,46128,6
11777,46131,6
11778,46133,6
11779,46135,5
11780,46140,6
11781,46142,6
11782,46143,6
11783,46148,6
11784,46151,6
11785,46154,6
11786,46157,6
11787,46158,6
11788,46160,6
11789,46162,6
11790,46163,6
11791,46164,6
11792,46165,6
11793,46166,6
11794,46167,7
11795,46168,6
11796,46171,6
11797,46172,6
11798,46173,6
11799,46176,6
11800,46181,6
11801,46182,6
11802,46183,6
11803,46184,6
11804,46186,6
11805,46201,5
11806,46202,3
11807,46203,5
11808,46204,4
11809,46205,5
11810,46206,4
11811,46208,3
11812,46214,3
11813,46216,5
11814,46217,6
11815,46218,3
11816,46219,6
11817,46220,5
11818,46221,6
11819,46222,1
11820,46224,1
11821,46225,5
11822,46226,3
11823,46227,5
11824,46228,5
11825,46229,3
11826,46230,7
11827,46231,7
11828,46234,6
11829,46235,3
11830,46236,7
11831,46237,5
11832,46239,6
11833,46240,5
11834,46241,6
11835,46242,5
11836,46247,6
11837,46250,5
11838,46251,6
11839,46253,4
11840,46254,3
11841,46256,7
11842,46259,7
11843,46260,3
11844,46268,3
11845,46278,7
11846,46280,7
11847,46290,7
11848,46303,6
11849,46304,6
11850,46307,7
11851,46308,6
11852,46310,6
11853,46311,6
11854,46312,3
11855,46319,6
11856,46320,3
11857,46321,7
11858,46322,6
11859,46323,1
11860,46324,1
11861,46327,1
11862,46341,6
11863,46342,6
11864,46346,6
11865,46347,6
11866,46348,6
11867,46350,6
11868,46356,6
11869,46360,5
11870,46365,6
11871,46366,6
11872,46368,6
11873,46371,6
11874,46373,7
11875,46374,6
11876,46375,7
11877,46376,6
11878,46382,6
11879,46383,5
11880,46384,5
11881,46385,6
11882,46391,6
11883,46392,6
11884,46394,6
11885,46402,3
11886,46403,3
11887,46404,3
11888,46405,6
11889,46406,3
11890,46407,3
11891,46408,3
11892,46409,3
11893,46410,3
11894,46411,3
11895,46501,6
11896,46504,6
11897,46506,6
11898,46507,6
11899,46510,6
11900,46511,6
11901,46514,6
11902,46515,6
11903,46516,1
11904,46517,6
11905,46524,6
11906,46526,6
11907,46527,6
11908,46528,6
11909,46530,7
11910,46531,6
11911,46534,6
11912,46536,6
11913,46538,6
11914,46539,6
11915,46540,6
11916,46542,6
11917,46543,6
11918,46544,6
11919,46545,5
11920,46546,6
11921,46550,6
11922,46552,6
11923,46553,6
11924,46554,6
11925,46555,6
11926,46556,5
11927,46561,6
11928,46562,6
11929,46563,6
11930,46565,6
11931,46567,6
11932,46571,6
11933,46573,6
11934,46574,6
11935,46580,6
11936,46581,6
11937,46582,6
11938,46590,5
11939,46601,3
11940,46613,1
11941,46614,6
11942,46615,5
11943,46616,5
11944,46617,5
11945,46619,1
11946,46624,3
11947,46628,3
11948,46635,5
11949,46637,5
11950,46660,3
11951,46680,5
11952,46701,6
11953,46702,6
11954,46703,6
11955,46704,6
11956,46705,6
11957,46706,6
11958,46710,6
11959,46711,6
11960,46714,6
11961,46721,6
11962,46723,6
11963,46725,6
11964,46732,6
11965,46733,6
11966,46737,6
11967,46738,6
11968,46740,6
11969,46741,6
11970,46742,6
11971,46743,6
11972,46745,6
11973,46746,6
11974,46747,6
11975,46748,7
11976,46750,6
11977,46755,6
11978,46759,6
11979,46760,6
11980,46761,6
11981,46764,6
11982,46765,6
11983,46767,2
11984,46770,6
11985,46772,6
11986,46773,6
11987,46774,6
11988,46776,6
11989,46777,6
11990,46783,6
11991,46784,6
11992,46785,6
11993,46787,6
11994,46791,6
11995,46792,6
11996,46793,6
11997,46794,6
11998,46795,6
11999,46797,6
12000,46802,5
12001,46803,3
12002,46804,6
12003,46805,5
12004,46806,3
12005,46807,5
12006,46808,5
12007,46809,5
12008,46814,7
12009,46815,6
12010,46816,3
12011,46818,6
12012,46819,5
12013,46825,5
12014,46835,5
12015,46845,7
12016,46885,6
12017,46895,5
12018,46898,6
12019,46899,6
12020,46901,5
12021,46902,5
12022,46903,5
12023,46910,6
12024,46911,6
12025,46917,6
12026,46919,6
12027,46920,6
12028,46923,6
12029,46926,6
12030,46929,6
12031,46930,6
12032,46933,6
12033,46936,6
12034,46937,6
12035,46938,6
12036,46939,6
12037,46940,6
12038,46941,6
12039,46947,6
12040,46950,6
12041,46951,6
12042,46952,5
12043,46953,5
12044,46960,6
12045,46962,6
12046,46970,6
12047,46974,6
12048,46975,6
12049,46978,6
12050,46979,6
12051,46982,6
12052,46986,6
12053,46988,6
12054,46991,6
12055,46992,6
12056,46994,6
12057,46996,6
12058,47001,6
12059,47003,6
12060,47006,6
12061,47011,6
12062,47012,6
12063,47016,6
12064,47018,6
12065,47020,6
12066,47022,6
12067,47024,6
12068,47025,6
12069,47032,6
12070,47036,6
12071,47037,6
12072,47040,6
12073,47041,6
12074,47042,6
12075,47043,6
12076,47060,6
12077,47102,6
12078,47104,6
12079,47106,6
12080,47108,6
12081,47111,6
12082,47112,6
12083,47114,6
12084,47116,6
12085,47119,6
12086,47120,6
12087,47122,6
12088,47124,6
12089,47125,6
12090,47126,6
12091,47129,5
12092,47130,6
12093,47131,5
12094,47136,6
12095,47138,6
12096,47143,6
12097,47145,6
12098,47150,6
12099,47151,5
12100,47160,6
12101,47164,6
12102,47165,6
12103,47167,6
12104,47170,6
12105,47172,6
12106,47201,5
12107,47202,5
12108,47203,5
12109,47220,6
12110,47223,6
12111,47229,6
12112,47231,6
12113,47232,6
12114,47234,6
12115,47235,6
12116,47236,6
12117,47240,6
12118,47243,5
12119,47246,6
12120,47250,6
12121,47260,6
12122,47265,6
12123,47270,6
12124,47272,6
12125,47274,6
12126,47280,6
12127,47283,6
12128,47302,5
12129,47303,5
12130,47304,5
12131,47305,3
12132,47307,5
12133,47320,6
12134,47325,6
12135,47326,6
12136,47327,6
12137,47330,6
12138,47331,6
12139,47334,6
12140,47336,6
12141,47338,6
12142,47339,6
12143,47340,6
12144,47341,6
12145,47342,6
12146,47345,6
12147,47346,6
12148,47348,6
12149,47355,6
12150,47356,6
12151,47358,6
12152,47359,6
12153,47360,6
12154,47362,6
12155,47369,6
12156,47371,6
12157,47373,6
12158,47374,5
12159,47375,3
12160,47380,6
12161,47383,6
12162,47385,6
12163,47390,6
12164,47394,6
12165,47396,5
12166,47401,5
12167,47402,5
12168,47403,5
12169,47404,5
12170,47407,7
12171,47408,5
12172,47421,6
12173,47424,6
12174,47427,6
12175,47429,6
12176,47431,6
12177,47432,6
12178,47433,6
12179,47436,6
12180,47438,6
12181,47441,6
12182,47446,6
12183,47448,6
12184,47449,6
12185,47452,6
12186,47454,6
12187,47459,6
12188,47460,6
12189,47464,6
12190,47465,6
12191,47469,6
12192,47470,6
12193,47471,6
12194,47501,6
12195,47512,6
12196,47514,6
12197,47516,6
12198,47520,6
12199,47521,6
12200,47527,6
12201,47528,6
12202,47529,6
12203,47531,6
12204,47541,6
12205,47542,6
12206,47546,6
12207,47553,6
12208,47557,6
12209,47567,6
12210,47568,6
12211,47581,6
12212,47585,6
12213,47586,6
12214,47591,5
12215,47601,6
12216,47610,6
12217,47611,6
12218,47612,6
12219,47619,6
12220,47620,6
12221,47629,6
12222,47630,6
12223,47631,6
12224,47634,6
12225,47635,6
12226,47637,6
12227,47638,6
12228,47648,6
12229,47649,6
12230,47665,6
12231,47666,6
12232,47670,5
12233,47708,3
12234,47710,5
12235,47711,5
12236,47712,6
12237,47713,3
12238,47714,5
12239,47715,6
12240,47716,5
12241,47719,6
12242,47720,6
12243,47724,5
12244,47725,7
12245,47728,5
12246,47801,3
12247,47802,5
12248,47803,5
12249,47804,5
12250,47805,6
12251,47807,5
12252,47834,6
12253,47837,6
12254,47838,6
12255,47842,6
12256,47846,6
12257,47847,6
12258,47848,6
12259,47850,6
12260,47857,6
12261,47859,6
12262,47872,6
12263,47882,6
12264,47885,6
12265,47901,5
12266,47902,5
12267,47904,5
12268,47905,5
12269,47906,5
12270,47909,5
12271,47918,6
12272,47920,6
12273,47922,6
12274,47923,6
12275,47932,6
12276,47933,5
12277,47940,6
12278,47941,6
12279,47943,6
12280,47946,6
12281,47951,6
12282,47952,6
12283,47954,6
12284,47957,6
12285,47959,6
12286,47960,6
12287,47968,6
12288,47970,6
12289,47971,6
12290,47974,6
12291,47975,6
12292,47977,6
12293,47978,6
12294,47980,6
12295,47981,6
12296,47990,6
12297,47991,6
12298,47992,6
12299,47994,6
12300,47995,6
12301,47996,5
12302,48001,6
12303,48002,6
12304,48003,6
12305,48004,6
12306,48005,6
12307,48006,6
12308,48009,8
12309,48012,5
12310,48014,6
12311,48015,6
12312,48017,6
12313,48021,3
12314,48022,6
12315,48023,6
12316,48025,7
12317,48026,6
12318,48027,6
12319,48028,6
12320,48030,6
12321,48032,6
12322,48033,3
12323,48034,5
12324,48035,6
12325,48036,6
12326,48037,3
12327,48038,5
12328,48039,6
12329,48040,6
12330,48041,6
12331,48042,7
12332,48043,5
12333,48044,7
12334,48045,5
12335,48046,5
12336,48047,6
12337,48048,6
12338,48049,6
12339,48050,6
12340,48051,7
12341,48054,6
12342,48059,6
12343,48060,5
12344,48061,3
12345,48062,6
12346,48063,6
12347,48064,6
12348,48065,6
12349,48066,6
12350,48067,5
12351,48068,5
12352,48069,7
12353,48070,7
12354,48071,6
12355,48072,6
12356,48073,5
12357,48074,6
12358,48075,3
12359,48076,3
12360,48079,6
12361,48080,6
12362,48081,6
12363,48082,6
12364,48083,6
12365,48084,5
12366,48085,7
12367,48088,6
12368,48089,6
12369,48090,3
12370,48091,6
12371,48092,6
12372,48093,6
12373,48094,7
12374,48095,7
12375,48096,6
12376,48097,6
12377,48098,7
12378,48099,4
12379,48101,6
12380,48103,5
12381,48104,5
12382,48105,5
12383,48106,7
12384,48107,5
12385,48108,5
12386,48109,5
12387,48111,6
12388,48114,7
12389,48116,7
12390,48117,6
12391,48118,7
12392,48120,5
12393,48121,5
12394,48122,1
12395,48124,6
12396,48125,6
12397,48126,6
12398,48127,6
12399,48128,7
12400,48130,7
12401,48131,6
12402,48133,6
12403,48134,6
12404,48135,6
12405,48136,6
12406,48137,6
12407,48138,7
12408,48139,6
12409,48140,6
12410,48141,3
12411,48143,7
12412,48144,6
12413,48145,6
12414,48146,6
12415,48150,6
12416,48151,6
12417,48152,6
12418,48154,6
12419,48157,6
12420,48158,7
12421,48159,6
12422,48160,6
12423,48161,6
12424,48162,6
12425,48164,6
12426,48165,6
12427,48166,6
12428,48167,7
12429,48168,7
12430,48169,6
12431,48170,7
12432,48173,6
12433,48174,6
12434,48176,7
12435,48178,7
12436,48179,6
12437,48180,6
12438,48182,6
12439,48183,6
12440,48184,6
12441,48185,6
12442,48186,6
12443,48187,7
12444,48188,7
12445,48189,6
12446,48191,6
12447,48192,6
12448,48193,6
12449,48195,6
12450,48197,3
12451,48198,3
12452,48201,3
12453,48202,3
12454,48203,3
12455,48204,3
12456,48205,3
12457,48206,3
12458,48207,3
12459,48208,3
12460,48209,2
12461,48210,3
12462,48211,3
12463,48212,3
12464,48213,3
12465,48214,3
12466,48215,3
12467,48216,6
12468,48217,3
12469,48218,6
12470,48219,3
12471,48220,5
12472,48221,3
12473,48223,3
12474,48224,3
12475,48225,3
12476,48227,3
12477,48228,3
12478,48229,3
12479,48230,7
12480,48231,3
12481,48232,3
12482,48234,3
12483,48235,3
12484,48236,7
12485,48237,3
12486,48238,3
12487,48239,3
12488,48240,6
12489,48242,6
12490,48243,3
12491,48301,7
12492,48302,7
12493,48303,8
12494,48304,7
12495,48306,7
12496,48307,7
12497,48308,7
12498,48309,7
12499,48310,6
12500,48311,2
12501,48312,6
12502,48313,6
12503,48314,5
12504,48315,7
12505,48316,7
12506,48317,6
12507,48318,7
12508,48320,6
12509,48321,6
12510,48322,7
12511,48323,7
12512,48324,7
12513,48325,8
12514,48326,5
12515,48327,6
12516,48328,6
12517,48329,6
12518,48330,6
12519,48331,7
12520,48332,6
12521,48333,7
12522,48334,5
12523,48335,5
12524,48336,5
12525,48340,3
12526,48341,3
12527,48342,3
12528,48343,3
12529,48346,6
12530,48347,7
12531,48348,7
12532,48350,6
12533,48353,6
12534,48356,6
12535,48357,6
12536,48359,7
12537,48360,7
12538,48361,7
12539,48362,7
12540,48363,7
12541,48367,6
12542,48370,7
12543,48371,7
12544,48374,7
12545,48375,7
12546,48376,7
12547,48377,5
12548,48380,7
12549,48381,6
12550,48382,7
12551,48383,6
12552,48386,6
12553,48387,7
12554,48390,5
12555,48393,5
12556,48411,7
12557,48412,6
12558,48413,6
12559,48414,6
12560,48415,6
12561,48416,6
12562,48417,6
12563,48418,6
12564,48420,6
12565,48421,6
12566,48422,6
12567,48423,6
12568,48427,6
12569,48428,6
12570,48429,6
12571,48430,6
12572,48433,6
12573,48434,6
12574,48435,6
12575,48436,6
12576,48437,6
12577,48438,6
12578,48439,6
12579,48440,6
12580,48441,6
12581,48442,6
12582,48444,6
12583,48445,6
12584,48446,6
12585,48449,6
12586,48450,6
12587,48451,6
12588,48453,6
12589,48455,6
12590,48456,6
12591,48457,6
12592,48458,3
12593,48460,6
12594,48461,6
12595,48462,6
12596,48463,6
12597,48464,6
12598,48466,6
12599,48467,6
12600,48468,6
12601,48469,6
12602,48471,6
12603,48473,6
12604,48475,6
12605,48476,6
12606,48480,5
12607,48501,3
12608,48503,3
12609,48504,3
12610,48505,6
12611,48506,6
12612,48507,6
12613,48509,6
12614,48519,5
12615,48529,5
12616,48531,5
12617,48532,3
12618,48601,3
12619,48602,5
12620,48603,5
12621,48604,6
12622,48605,3
12623,48607,3
12624,48608,6
12625,48609,6
12626,48610,6
12627,48611,6
12628,48612,6
12629,48613,6
12630,48615,6
12631,48616,6
12632,48617,6
12633,48618,6
12634,48619,6
12635,48621,6
12636,48622,6
12637,48623,6
12638,48624,6
12639,48625,6
12640,48626,6
12641,48627,6
12642,48628,6
12643,48629,6
12644,48630,6
12645,48631,6
12646,48632,6
12647,48634,6
12648,48635,6
12649,48636,6
12650,48637,6
12651,48638,5
12652,48640,5
12653,48641,5
12654,48642,5
12655,48647,6
12656,48649,6
12657,48650,6
12658,48651,6
12659,48652,6
12660,48653,6
12661,48654,6
12662,48655,6
12663,48656,6
12664,48657,6
12665,48658,6
12666,48659,6
12667,48661,6
12668,48662,6
12669,48703,6
12670,48706,6
12671,48708,5
12672,48720,6
12673,48721,6
12674,48722,6
12675,48723,6
12676,48724,5
12677,48725,6
12678,48726,6
12679,48727,6
12680,48729,6
12681,48730,6
12682,48731,6
12683,48732,6
12684,48733,6
12685,48734,6
12686,48737,6
12687,48738,6
