,Zipcode,Cluster8Assignment
4958,21401,5
4959,21402,8
4960,21403,5
4961,21404,5
4962,21405,8
4963,21409,7
4964,21412,5
4965,21501,5
4966,21502,5
4967,21521,6
4968,21524,6
4969,21529,6
4970,21531,6
4971,21532,5
4972,21539,6
4973,21541,6
4974,21545,6
4975,21550,6
4976,21555,6
4977,21557,6
4978,21601,5
4979,21607,6
4980,21610,6
4981,21612,8
4982,21613,3
4983,21617,7
4984,21619,7
4985,21620,6
4986,21623,6
4987,21624,6
4988,21625,6
4989,21628,6
4990,21629,7
4991,21631,6
4992,21632,3
4993,21634,6
4994,21638,7
4995,21639,6
4996,21643,6
4997,21650,6
4998,21654,7
4999,21655,6
5000,21657,7
5001,21658,7
5002,21659,6
5003,21660,6
5004,21661,6
5005,21662,8
5006,21666,7
5007,21701,5
5008,21702,8
5009,21703,8
5010,21704,7
5011,21705,3
5012,21710,7
5013,21711,6
5014,21713,6
5015,21714,7
5016,21716,6
5017,21718,7
5018,21719,7
5019,21720,6
5020,21722,6
5021,21727,5
5022,21733,6
5023,21738,8
5024,21740,6
5025,21742,5
5026,21750,6
5027,21754,7
5028,21755,7
5029,21757,7
5030,21758,8
5031,21765,7
5032,21766,6
5033,21769,7
5034,21770,7
5035,21771,7
5036,21773,7
5037,21774,7
5038,21776,7
5039,21777,7
5040,21778,7
5041,21780,7
5042,21782,7
5043,21783,7
5044,21784,7
5045,21787,7
5046,21788,6
5047,21791,7
5048,21793,7
5049,21794,8
5050,21795,6
5051,21797,7
5052,21798,7
5053,21801,3
5054,21802,5
5055,21803,5
5056,21804,3
5057,21811,6
5058,21817,3
5059,21821,6
5060,21826,6
5061,21830,3
5062,21837,6
5063,21838,6
5064,21841,6
5065,21842,8
5066,21843,8
5067,21850,6
5068,21851,3
5069,21853,3
5070,21863,3
5071,21864,6
5072,21871,6
5073,21872,7
5074,21874,6
5075,21875,5
5076,21901,6
5077,21902,5
5078,21904,6
5079,21911,6
5080,21913,6
5081,21914,6
5082,21915,7
5083,21917,7
5084,21918,6
5085,21921,5
5086,22003,8
5087,22009,8
5088,22015,8
5089,22025,8
5090,22026,8
5091,22027,8
5092,22030,8
5093,22031,8
5094,22032,8
5095,22033,8
5096,22038,8
5097,22039,8
5098,22040,8
5099,22041,4
5100,22042,8
5101,22043,8
5102,22044,8
5103,22046,8
5104,22060,5
5105,22066,8
5106,22079,8
5107,22101,8
5108,22102,8
5109,22103,8
5110,22106,8
5111,22116,8
5112,22121,8
5113,22122,8
5114,22124,8
5115,22125,4
5116,22134,5
5117,22150,6
5118,22151,8
5119,22152,8
5120,22153,8
5121,22172,8
5122,22180,8
5123,22181,8
5124,22182,8
5125,22183,8
5126,22191,4
5127,22192,8
5128,22193,8
5129,22194,8
5130,22195,8
5131,22199,8
5132,22201,4
5133,22202,4
5134,22203,4
5135,22204,4
5136,22205,7
5137,22206,4
5138,22207,8
5139,22209,4
5140,22210,8
5141,22211,5
5142,22213,8
5143,22215,4
5144,22216,4
5145,22219,4
5146,22301,8
5147,22302,4
5148,22303,4
5149,22304,4
5150,22305,4
5151,22306,4
5152,22307,5
5153,22308,8
5154,22309,8
5155,22310,8
5156,22311,4
5157,22312,4
5158,22313,4
5159,22314,4
5160,22315,8
5161,22401,5
5162,22402,5
5163,22403,5
5164,22405,7
5165,22406,7
5166,22407,5
5167,22408,7
5168,22427,6
5169,22443,6
5170,22448,5
5171,22454,6
5172,22460,6
5173,22463,7
5174,22469,3
5175,22473,3
5176,22476,3
5177,22482,3
5178,22485,7
5179,22503,3
5180,22508,6
5181,22511,6
5182,22514,6
5183,22520,6
5184,22534,6
5185,22535,6
5186,22539,6
5187,22542,6
5188,22546,6
5189,22551,7
5190,22553,7
5191,22554,7
5192,22555,7
5193,22556,7
5194,22560,3
5195,22572,6
5196,22578,6
5197,22580,6
5198,22601,5
5199,22602,6
5200,22603,6
5201,22604,1
5202,22610,6
5203,22611,7
5204,22620,7
5205,22624,6
5206,22625,6
5207,22630,5
5208,22637,6
5209,22640,7
5210,22642,6
5211,22643,7
5212,22645,6
5213,22650,6
5214,22652,6
5215,22655,7
5216,22656,7
5217,22657,5
5218,22660,6
5219,22663,1
5220,22664,6
5221,22701,5
5222,22709,6
5223,22711,6
5224,22712,6
5225,22713,6
5226,22718,6
5227,22720,7
5228,22724,7
5229,22728,7
5230,22729,6
5231,22734,5
5232,22737,7
5233,22742,7
5234,22749,7
5235,22801,5
5236,22802,5
5237,22803,5
5238,22807,5
5239,22810,6
5240,22811,6
5241,22812,5
5242,22815,6
5243,22821,6
5244,22824,6
5245,22827,6
5246,22831,6
5247,22832,1
5248,22834,6
5249,22835,6
5250,22840,6
5251,22841,6
5252,22842,6
5253,22843,6
5254,22844,6
5255,22846,6
5256,22849,6
5257,22850,6
5258,22851,6
5259,22853,6
5260,22901,5
5261,22902,5
5262,22903,5
5263,22905,5
5264,22906,5
5265,22911,5
5266,22932,7
5267,22935,6
5268,22936,7
5269,22939,6
5270,22940,7
5271,22942,6
5272,22943,7
5273,22946,6
5274,22947,7
5275,22952,6
5276,22958,6
5277,22959,7
5278,22960,6
5279,22963,7
5280,22964,6
5281,22968,7
5282,22971,6
5283,22972,6
5284,22973,6
5285,22974,6
5286,22980,5
5287,23002,6
5288,23003,6
5289,23005,7
5290,23009,6
5291,23011,7
5292,23021,6
5293,23023,6
5294,23024,6
5295,23027,6
5296,23030,6
5297,23032,6
5298,23035,6
5299,23038,6
5300,23039,7
5301,23040,3
5302,23043,6
5303,23047,7
5304,23055,6
5305,23058,7
5306,23059,7
5307,23060,5
5308,23061,6
5309,23062,6
5310,23069,6
5311,23072,7
5312,23075,3
5313,23083,6
5314,23086,6
5315,23090,6
5316,23093,6
5317,23102,6
5318,23103,8
5319,23106,6
5320,23111,7
5321,23112,5
5322,23113,7
5323,23114,7
5324,23116,7
5325,23117,6
5326,23120,7
5327,23123,6
5328,23124,6
5329,23127,5
5330,23139,6
5331,23140,3
5332,23141,6
5333,23146,7
5334,23149,6
5335,23150,3
5336,23153,6
5337,23168,7
5338,23169,6
5339,23175,6
5340,23181,6
5341,23183,6
5342,23185,5
5343,23187,5
5344,23188,5
5345,23192,7
5346,23218,5
5347,23219,3
5348,23220,5
5349,23221,5
5350,23222,3
5351,23223,3
5352,23224,3
5353,23225,3
5354,23226,5
5355,23227,3
5356,23228,3
5357,23229,7
5358,23230,5
5359,23231,3
5360,23233,7
5361,23234,1
5362,23235,7
5363,23236,7
5364,23237,1
5365,23238,5
5366,23242,5
5367,23250,6
5368,23255,5
5369,23260,3
5370,23294,5
5371,23301,6
5372,23303,6
5373,23307,3
5374,23310,6
5375,23314,7
5376,23315,6
5377,23320,5
5378,23321,5
5379,23322,7
5380,23323,6
5381,23324,3
5382,23325,3
5383,23327,7
5384,23328,3
5385,23336,6
5386,23337,6
5387,23350,3
5388,23357,6
5389,23358,3
5390,23404,3
5391,23417,6
5392,23430,7
5393,23431,3
5394,23432,6
5395,23433,7
5396,23434,3
5397,23435,7
5398,23437,6
5399,23438,6
5400,23439,6
5401,23450,5
5402,23451,6
5403,23452,5
5404,23453,3
5405,23454,5
5406,23455,5
5407,23456,7
5408,23457,7
5409,23462,3
5410,23464,5
5411,23466,4
5412,23467,7
5413,23471,7
5414,23487,6
5415,23501,3
5416,23502,3
5417,23503,3
5418,23504,6
5419,23505,3
5420,23507,5
5421,23508,5
5422,23509,3
5423,23510,3
5424,23511,5
5425,23513,3
5426,23514,4
5427,23517,4
5428,23518,3
5429,23523,3
5430,23541,5
5431,23601,3
5432,23602,3
5433,23603,5
5434,23604,5
5435,23605,3
5436,23606,5
5437,23607,3
5438,23608,3
5439,23609,3
5440,23651,4
5441,23661,3
5442,23662,7
5443,23663,3
5444,23664,3
5445,23665,5
5446,23666,3
5447,23669,3
5448,23690,3
5449,23692,7
5450,23693,7
5451,23696,7
5452,23701,3
5453,23702,3
5454,23703,3
5455,23704,3
5456,23705,3
5457,23707,3
5458,23801,5
5459,23803,3
5460,23804,3
5461,23805,3
5462,23824,6
5463,23829,6
5464,23830,6
5465,23831,6
5466,23832,6
5467,23834,6
5468,23836,7
5469,23837,6
5470,23838,7
5471,23841,6
5472,23842,6
5473,23844,3
5474,23845,3
5475,23846,6
5476,23847,3
5477,23851,3
5478,23856,3
5479,23860,6
5480,23866,6
5481,23867,6
5482,23868,6
5483,23872,6
5484,23875,6
5485,23878,6
5486,23879,3
5487,23881,6
5488,23883,6
5489,23885,6
5490,23888,3
5491,23890,6
5492,23901,5
5493,23915,6
5494,23917,6
5495,23919,6
5496,23922,6
5497,23923,6
5498,23924,3
5499,23930,6
5500,23936,6
5501,23943,6
5502,23944,3
5503,23950,6
5504,23952,6
5505,23958,6
5506,23959,3
5507,23960,6
5508,23966,3
5509,23968,6
5510,23970,3
5511,23974,6
5512,24001,3
5513,24012,6
5514,24013,5
5515,24014,6
5516,24015,5
5517,24016,3
5518,24017,3
5519,24018,5
5520,24019,5
5521,24020,6
5522,24022,5
5523,24054,6
5524,24055,6
5525,24059,7
5526,24060,5
5527,24062,5
5528,24063,5
5529,24064,6
5530,24065,6
5531,24066,6
5532,24067,6
5533,24068,6
5534,24069,6
5535,24070,6
5536,24072,6
5537,24073,3
5538,24076,6
5539,24077,6
5540,24078,6
5541,24079,6
5542,24082,6
5543,24083,7
5544,24084,6
5545,24085,6
5546,24086,6
5547,24087,6
5548,24088,6
5549,24090,6
5550,24092,6
5551,24095,6
5552,24101,6
5553,24104,6
5554,24112,3
5555,24121,6
5556,24122,6
5557,24127,6
5558,24128,6
5559,24137,6
5560,24141,5
5561,24148,6
5562,24149,6
5563,24151,6
5564,24153,5
5565,24161,6
5566,24162,6
5567,24165,6
5568,24167,6
5569,24168,6
5570,24174,6
5571,24175,7
5572,24176,6
5573,24179,6
5574,24184,6
5575,24201,6
5576,24202,6
5577,24203,5
5578,24210,5
5579,24211,6
5580,24212,5
5581,24216,6
5582,24219,6
5583,24220,6
5584,24224,6
5585,24228,6
5586,24230,6
5587,24236,6
5588,24243,6
5589,24244,6
5590,24248,6
5591,24250,6
5592,24251,6
5593,24258,6
5594,24260,6
5595,24263,6
5596,24265,6
5597,24266,6
5598,24271,6
5599,24273,6
5600,24277,6
5601,24279,6
5602,24280,6
5603,24283,6
5604,24290,6
5605,24293,6
5606,24301,6
5607,24311,6
5608,24314,6
5609,24315,6
5610,24317,6
5611,24319,6
5612,24324,6
5613,24325,6
5614,24326,6
5615,24330,6
5616,24333,6
5617,24340,6
5618,24343,6
5619,24347,6
5620,24348,6
5621,24350,6
5622,24351,6
5623,24352,6
5624,24354,6
5625,24360,6
5626,24361,6
5627,24368,6
5628,24370,6
5629,24375,6
5630,24381,6
5631,24382,6
5632,24401,5
5633,24402,5
5634,24413,6
5635,24416,6
5636,24421,6
5637,24422,6
5638,24426,6
5639,24430,6
5640,24431,6
5641,24435,6
5642,24440,6
5643,24441,6
5644,24445,6
5645,24448,6
5646,24450,5
5647,24460,6
5648,24467,6
5649,24473,6
5650,24477,6
5651,24482,6
5652,24501,5
5653,24502,5
5654,24503,5
5655,24504,3
5656,24506,3
5657,24517,3
5658,24520,6
5659,24521,6
5660,24526,6
5661,24527,6
5662,24528,6
5663,24531,6
5664,24534,6
5665,24536,7
5666,24538,6
5667,24540,3
5668,24541,3
5669,24549,6
5670,24550,6
5671,24551,6
5672,24554,6
5673,24556,6
5674,24557,6
5675,24558,3
5676,24562,6
5677,24563,6
5678,24565,6
5679,24569,6
5680,24570,6
5681,24571,6
5682,24572,6
5683,24574,6
5684,24577,6
5685,24578,6
5686,24579,6
5687,24586,6
5688,24588,6
5689,24590,6
5690,24592,3
5691,24593,6
5692,24594,6
5693,24597,3
5694,24598,6
5695,24605,6
5696,24613,6
5697,24620,6
5698,24630,6
5699,24631,6
5700,24637,6
5701,24639,6
5702,24641,6
5703,24649,6
5704,24651,6
5705,24701,5
5706,24712,6
5707,24715,6
5708,24739,6
5709,24740,5
5710,24801,6
5711,24860,6
5712,24901,5
5713,24915,6
5714,24916,6
5715,24920,6
5716,24924,6
5717,24935,6
5718,24938,6
5719,24941,6
5720,24945,6
5721,24954,6
5722,24963,6
5723,24970,6
5724,24986,6
5725,25005,6
5726,25009,6
5727,25015,6
5728,25019,6
5729,25035,6
5730,25043,6
5731,25064,5
5732,25067,6
5733,25070,6
5734,25071,6
5735,25082,6
5736,25112,6
5737,25123,6
5738,25124,6
5739,25130,6
5740,25159,6
5741,25177,6
5742,25187,6
5743,25202,6
5744,25213,6
5745,25234,6
5746,25239,6
5747,25241,6
5748,25243,6
5749,25253,6
5750,25260,6
5751,25267,6
5752,25271,6
5753,25275,6
5754,25276,6
5755,25301,3
5756,25302,5
5757,25303,5
5758,25304,5
5759,25306,6
5760,25309,6
5761,25311,6
5762,25312,6
5763,25313,6
5764,25314,7
5765,25315,6
5766,25320,6
5767,25321,3
5768,25361,4
5769,25362,6
5770,25364,5
5771,25387,5
5772,25401,5
5773,25403,6
5774,25404,3
5775,25405,6
5776,25411,6
5777,25413,6
5778,25414,5
5779,25419,6
5780,25422,6
5781,25425,6
5782,25427,6
5783,25428,6
5784,25430,6
5785,25431,6
5786,25438,3
5787,25442,7
5788,25443,7
5789,25446,6
5790,25504,5
5791,25510,6
5792,25515,6
5793,25517,6
5794,25526,7
5795,25530,6
5796,25534,6
5797,25535,6
5798,25537,6
5799,25541,6
5800,25545,6
5801,25547,6
5802,25550,5
5803,25555,6
5804,25559,6
5805,25560,6
5806,25564,6
5807,25570,6
5808,25571,6
5809,25601,6
5810,25612,6
5811,25621,6
5812,25661,6
5813,25670,6
5814,25701,5
5815,25702,5
5816,25703,5
5817,25704,5
5818,25705,5
5819,25706,4
5820,25726,5
5821,25801,5
5822,25802,3
5823,25812,6
5824,25813,6
5825,25818,5
5826,25827,6
5827,25840,6
5828,25846,6
5829,25901,6
5830,25917,6
5831,25951,5
5832,25962,6
5833,25981,6
5834,26003,5
5835,26031,5
5836,26032,6
5837,26033,6
5838,26034,6
5839,26035,6
5840,26037,6
5841,26038,6
5842,26040,6
5843,26041,6
5844,26047,6
5845,26050,6
5846,26055,6
5847,26059,6
5848,26062,6
5849,26070,6
5850,26101,5
5851,26102,5
5852,26103,6
5853,26104,5
5854,26105,6
5855,26134,6
5856,26136,6
5857,26142,6
5858,26146,6
5859,26150,6
5860,26155,6
5861,26159,6
5862,26164,6
5863,26170,6
5864,26175,6
5865,26181,6
5866,26184,6
5867,26187,6
5868,26201,5
5869,26202,6
5870,26241,6
5871,26250,6
5872,26253,5
5873,26254,6
5874,26260,6
5875,26261,6
5876,26273,6
5877,26292,6
5878,26301,5
5879,26320,6
5880,26330,6
5881,26338,6
5882,26346,6
5883,26347,6
5884,26351,5
5885,26354,6
5886,26376,6
5887,26378,6
5888,26385,6
5889,26404,6
5890,26405,6
5891,26408,6
5892,26410,6
5893,26416,6
5894,26426,6
5895,26431,6
5896,26440,6
5897,26448,6
5898,26451,6
5899,26452,6
5900,26456,6
5901,26501,5
5902,26504,5
5903,26505,5
5904,26506,5
5905,26507,5
5906,26508,6
5907,26525,6
5908,26531,6
5909,26537,6
5910,26543,6
5911,26547,6
5912,26554,6
5913,26555,3
5914,26571,6
5915,26588,6
5916,26591,6
5917,26610,6
5918,26624,6
5919,26651,6
5920,26678,6
5921,26705,6
5922,26710,6
5923,26711,6
5924,26717,6
5925,26719,6
5926,26722,6
5927,26726,5
5928,26743,6
5929,26753,6
5930,26764,6
5931,26802,6
5932,26804,6
5933,26807,6
5934,26810,6
5935,26818,6
5936,26845,6
5937,26847,6
5938,27006,6
5939,27007,1
5940,27009,6
5941,27010,3
5942,27011,6
5943,27012,6
5944,27013,6
5945,27016,6
5946,27017,6
5947,27018,6
5948,27019,6
5949,27020,1
5950,27021,6
5951,27023,7
5952,27024,6
5953,27025,6
5954,27027,6
5955,27028,6
5956,27030,6
5957,27040,6
5958,27041,6
5959,27043,6
5960,27045,6
5961,27046,6
5962,27047,6
5963,27048,6
5964,27050,6
5965,27051,6
5966,27052,6
5967,27053,6
5968,27054,6
5969,27055,6
5970,27101,3
5971,27102,1
5972,27103,5
5973,27104,5
5974,27105,3
5975,27106,3
5976,27107,3
5977,27109,5
5978,27113,5
5979,27114,3
5980,27115,1
5981,27116,5
5982,27127,3
5983,27201,6
5984,27203,1
5985,27205,6
5986,27207,6
5987,27208,6
5988,27209,1
5989,27212,3
5990,27214,6
5991,27215,5
5992,27216,1
5993,27217,3
5994,27229,1
5995,27231,6
5996,27233,6
5997,27235,7
5998,27239,6
5999,27242,6
6000,27243,5
6001,27244,6
6002,27248,6
6003,27249,7
6004,27253,3
6005,27258,6
6006,27260,1
6007,27261,1
6008,27262,3
6009,27263,6
6010,27265,5
6011,27278,6
6012,27281,7
6013,27282,7
6014,27283,6
6015,27284,6
6016,27285,6
6017,27288,5
6018,27289,6
6019,27292,3
6020,27293,6
6021,27295,6
6022,27298,6
6023,27299,6
6024,27301,6
6025,27302,3
6026,27305,6
6027,27306,3
6028,27310,7
6029,27311,6
6030,27312,7
6031,27313,6
6032,27314,6
6033,27315,6
6034,27317,6
6035,27320,3
6036,27325,6
6037,27326,6
6038,27330,3
6039,27331,3
6040,27332,1
6041,27341,6
6042,27343,6
6043,27344,1
6044,27349,6
6045,27350,6
6046,27351,6
6047,27355,6
6048,27357,6
6049,27358,7
6050,27360,6
6051,27370,6
6052,27371,6
6053,27377,6
6054,27401,3
6055,27402,3
6056,27403,5
6057,27404,7
6058,27405,3
6059,27406,3
6060,27407,3
6061,27408,5
6062,27409,5
6063,27410,5
6064,27415,1
6065,27416,3
6066,27417,7
6067,27419,5
6068,27425,6
6069,27429,5
6070,27438,6
6071,27455,5
6072,27501,1
6073,27502,7
6074,27503,6
6075,27504,1
6076,27505,6
6077,27507,6
6078,27508,6
6079,27509,6
6080,27510,5
6081,27511,8
6082,27512,5
6083,27513,7
6084,27514,5
6085,27515,5
6086,27516,5
6087,27517,5
6088,27518,7
6089,27519,7
6090,27520,6
6091,27521,6
6092,27522,6
6093,27523,7
6094,27524,1
6095,27525,6
6096,27526,6
6097,27527,6
6098,27528,3
6099,27529,6
6100,27530,3
6101,27532,3
6102,27534,5
6103,27536,3
6104,27537,6
6105,27539,7
6106,27540,7
6107,27541,6
6108,27542,6
6109,27544,6
6110,27545,6
6111,27546,3
6112,27549,3
6113,27551,3
6114,27553,3
6115,27557,6
6116,27560,5
6117,27562,6
6118,27563,3
6119,27565,3
6120,27569,6
6121,27571,6
6122,27573,3
6123,27574,6
6124,27576,1
6125,27577,3
6126,27581,6
6127,27583,6
6128,27587,7
6129,27588,3
6130,27589,3
6131,27591,6
6132,27592,6
6133,27596,6
6134,27597,6
6135,27601,3
6136,27602,4
6137,27603,5
6138,27604,3
6139,27605,4
6140,27606,5
6141,27607,5
6142,27608,8
6143,27609,5
6144,27610,1
6145,27612,5
6146,27613,7
6147,27614,7
6148,27615,5
6149,27616,3
6150,27617,7
6151,27619,7
6152,27620,4
6153,27622,5
6154,27624,7
6155,27627,5
6156,27628,5
6157,27629,1
6158,27636,5
6159,27658,4
6160,27661,7
6161,27675,5
6162,27701,3
6163,27702,4
6164,27703,1
6165,27704,1
6166,27705,5
6167,27707,3
6168,27709,6
6169,27712,7
6170,27713,5
6171,27715,4
6172,27717,8
6173,27722,7
6174,27801,3
6175,27802,3
6176,27803,3
6177,27804,3
6178,27805,3
6179,27806,6
6180,27807,6
6181,27808,6
6182,27809,3
6183,27812,6
6184,27814,3
6185,27816,6
6186,27817,6
6187,27818,3
6188,27822,6
6189,27823,3
6190,27824,6
6191,27828,3
6192,27829,6
6193,27830,6
6194,27832,3
6195,27833,3
6196,27834,3
6197,27835,5
6198,27837,6
6199,27839,3
6200,27840,3
6201,27842,6
6202,27843,3
6203,27844,3
6204,27845,3
6205,27846,6
6206,27847,3
6207,27850,3
6208,27851,6
6209,27852,6
6210,27856,3
6211,27858,5
6212,27860,6
6213,27862,6
6214,27863,6
6215,27864,6
6216,27865,6
6217,27869,3
6218,27870,3
6219,27871,3
6220,27874,3
6221,27882,6
6222,27883,6
6223,27884,6
6224,27886,3
6225,27888,6
6226,27889,3
6227,27890,3
6228,27891,3
6229,27892,3
6230,27893,1
6231,27894,1
6232,27895,3
6233,27896,5
6234,27906,3
6235,27907,3
6236,27909,3
6237,27910,3
6238,27915,6
6239,27916,6
6240,27917,6
6241,27919,6
6242,27925,6
6243,27927,6
6244,27928,3
6245,27929,6
6246,27932,3
6247,27935,6
6248,27937,6
6249,27941,7
6250,27944,6
6251,27948,6
6252,27949,6
6253,27950,6
6254,27953,6
6255,27954,6
6256,27958,6
6257,27959,6
6258,27962,3
6259,27970,3
6260,27974,6
6261,27976,6
6262,27979,6
6263,27980,6
6264,27981,6
6265,27983,3
6266,28001,3
6267,28012,6
6268,28016,6
6269,28017,5
6270,28018,6
6271,28020,6
6272,28021,6
6273,28023,6
6274,28025,1
6275,28026,1
6276,28027,6
6277,28031,7
6278,28032,6
6279,28034,6
6280,28036,7
6281,28037,7
6282,28040,6
6283,28041,6
6284,28043,6
6285,28052,3
6286,28053,3
6287,28054,3
6288,28056,6
6289,28070,7
6290,28071,6
6291,28073,6
6292,28075,7
6293,28078,7
6294,28079,7
6295,28080,6
6296,28081,6
6297,28083,3
6298,28086,6
6299,28088,6
6300,28090,6
6301,28091,3
6302,28092,6
6303,28093,6
6304,28097,6
6305,28098,3
6306,28101,5
6307,28103,6
6308,28104,7
6309,28105,7
6310,28106,5
6311,28107,6
6312,28110,1
6313,28112,1
6314,28114,6
6315,28115,6
6316,28117,7
6317,28120,6
6318,28123,8
6319,28124,6
6320,28125,6
6321,28126,3
6322,28127,6
6323,28128,6
6324,28129,6
6325,28130,3
6326,28134,1
6327,28135,6
6328,28136,6
6329,28137,6
6330,28138,6
6331,28139,6
6332,28144,3
6333,28145,3
6334,28146,3
6335,28147,3
6336,28150,3
6337,28151,3
6338,28152,3
6339,28159,3
6340,28160,6
6341,28163,6
6342,28164,6
6343,28166,6
6344,28167,6
6345,28168,6
6346,28170,3
6347,28173,7
6348,28174,3
6349,28202,8
6350,28203,4
6351,28204,4
6352,28205,3
6353,28206,3
6354,28207,8
6355,28208,3
6356,28209,5
6357,28210,5
6358,28211,5
6359,28212,4
6360,28213,1
6361,28214,3
6362,28215,1
6363,28216,3
6364,28217,4
6365,28219,6
6366,28220,5
6367,28221,3
6368,28222,3
6369,28224,1
6370,28226,7
6371,28227,3
6372,28229,4
6373,28230,4
6374,28241,6
6375,28247,5
6376,28256,1
6377,28262,5
6378,28266,3
6379,28269,5
6380,28270,7
6381,28273,3
6382,28277,7
6383,28278,7
6384,28297,3
6385,28299,5
6386,28301,3
6387,28303,3
6388,28304,3
6389,28305,5
6390,28306,6
6391,28307,5
6392,28309,3
6393,28311,3
6394,28312,6
6395,28314,3
6396,28315,6
6397,28318,6
6398,28320,6
6399,28323,6
6400,28326,6
6401,28327,6
6402,28328,3
6403,28331,3
6404,28333,6
6405,28334,3
6406,28337,3
6407,28338,6
6408,28339,3
6409,28340,3
6410,28341,6
6411,28343,6
6412,28344,6
6413,28345,3
6414,28347,6
6415,28348,6
6416,28349,6
6417,28352,3
6418,28353,3
6419,28356,6
6420,28357,6
6421,28358,3
6422,28359,5
6423,28360,3
6424,28365,6
6425,28366,6
6426,28369,6
6427,28370,6
6428,28371,6
6429,28372,3
6430,28373,6
6431,28374,6
6432,28376,6
6433,28377,6
6434,28379,3
6435,28382,6
6436,28383,3
6437,28384,6
6438,28385,6
6439,28386,1
6440,28387,6
6441,28388,5
6442,28390,6
6443,28391,6
6444,28393,6
6445,28394,6
6446,28395,6
6447,28396,6
6448,28398,6
6449,28399,6
6450,28401,3
6451,28403,5
6452,28404,7
6453,28405,6
6454,28406,5
6455,28408,6
6456,28409,7
6457,28411,6
6458,28412,5
6459,28421,6
6460,28422,6
6461,28423,3
6462,28425,6
6463,28428,8
6464,28429,6
6465,28431,3
6466,28434,3
6467,28435,6
6468,28438,6
6469,28439,6
6470,28441,6
6471,28443,6
6472,28444,6
6473,28445,8
6474,28449,8
6475,28450,6
6476,28451,6
6477,28453,1
6478,28454,6
6479,28455,6
6480,28457,6
6481,28458,6
6482,28459,6
6483,28460,8
6484,28461,6
6485,28462,6
6486,28463,3
6487,28464,1
6488,28465,6
6489,28466,6
6490,28467,6
6491,28468,6
6492,28469,6
6493,28470,6
6494,28472,3
6495,28478,6
6496,28479,6
6497,28480,8
6498,28501,3
6499,28504,3
6500,28508,1
6501,28510,6
6502,28512,8
6503,28513,6
6504,28516,5
6505,28518,6
6506,28519,6
6507,28521,6
6508,28523,6
6509,28525,6
6510,28528,6
6511,28529,6
6512,28530,6
6513,28531,6
6514,28532,5
6515,28537,6
6516,28538,6
6517,28539,5
6518,28540,5
6519,28541,3
6520,28542,5
6521,28543,5
6522,28544,5
6523,28546,5
6524,28547,5
6525,28551,3
6526,28555,6
6527,28556,6
6528,28557,6
6529,28560,3
6530,28561,5
6531,28562,6
6532,28563,3
6533,28564,6
6534,28570,6
6535,28572,6
6536,28573,6
6537,28574,6
6538,28575,8
6539,28577,6
6540,28578,1
6541,28580,6
6542,28582,6
6543,28584,6
6544,28585,6
6545,28586,6
6546,28590,5
6547,28594,8
6548,28601,3
6549,28602,3
6550,28603,5
6551,28604,6
6552,28605,6
6553,28606,6
6554,28607,5
6555,28609,6
6556,28610,6
6557,28611,6
6558,28612,6
6559,28613,6
6560,28615,6
6561,28618,6
6562,28619,6
6563,28621,1
6564,28622,6
6565,28623,6
6566,28624,6
6567,28625,3
6568,28626,6
6569,28629,6
6570,28630,6
6571,28634,6
6572,28635,6
6573,28636,6
6574,28638,6
6575,28640,6
6576,28642,6
6577,28643,6
6578,28645,6
6579,28650,6
6580,28651,6
6581,28654,6
6582,28655,6
6583,28657,6
6584,28658,6
6585,28659,6
6586,28660,6
6587,28663,6
6588,28669,6
6589,28670,6
6590,28675,6
6591,28676,6
6592,28677,3
6593,28678,6
6594,28679,6
6595,28680,5
6596,28681,6
6597,28682,6
6598,28683,6
6599,28685,6
6600,28687,3
6601,28689,6
6602,28690,6
6603,28692,5
6604,28694,6
6605,28697,6
6606,28698,6
6607,28701,6
6608,28704,6
6609,28705,6
6610,28708,6
6611,28709,6
6612,28711,6
6613,28712,6
6614,28713,6
6615,28714,6
6616,28715,6
6617,28716,6
6618,28717,8
6619,28718,6
6620,28719,3
6621,28721,6
6622,28722,6
6623,28723,5
6624,28724,6
6625,28726,1
6626,28729,6
6627,28730,6
6628,28731,6
6629,28732,6
6630,28734,6
6631,28735,6
6632,28736,8
6633,28738,6
6634,28739,6
6635,28740,6
6636,28741,8
6637,28743,6
6638,28744,6
6639,28745,6
6640,28746,6
6641,28747,6
6642,28748,6
6643,28751,6
6644,28752,6
6645,28753,6
6646,28754,6
6647,28756,6
6648,28757,6
6649,28758,6
6650,28759,6
6651,28760,5
6652,28761,6
6653,28762,6
6654,28763,6
6655,28766,6
6656,28768,6
6657,28771,6
6658,28773,6
6659,28775,6
6660,28776,5
6661,28777,6
6662,28778,6
6663,28779,6
6664,28781,6
6665,28782,6
6666,28783,5
6667,28784,6
6668,28785,6
6669,28786,6
6670,28787,6
6671,28789,6
6672,28791,6
6673,28792,6
6674,28793,5
6675,28801,3
6676,28802,4
6677,28803,5
6678,28804,5
6679,28805,5
6680,28806,5
6681,28813,8
6682,28814,5
6683,28815,5
6684,28816,5
6685,28901,6
6686,28904,6
6687,28905,6
6688,28906,6
6689,28909,6
6690,29001,6
6691,29003,3
6692,29006,6
6693,29010,3
6694,29014,6
6695,29015,3
6696,29016,6
6697,29018,3
6698,29020,6
6699,29021,3
6700,29030,3
6701,29032,6
6702,29033,3
6703,29036,7
6704,29038,6
